ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey,width,height,colors
68,mZMB8,1C. Desktop light · Start,wNzYn,Open skill picker,Skill,"1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Add skill or workflow",mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/hIIDc/f0e3lm/SVsi9,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,13px,13px,#667084
69,mZMB8,1C. Desktop light · Start,r0zzfi,Dictate icon,,"1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Dictate",mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/hIIDc/f0e3lm/SQCNz,lucide,mic,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-mic-47006fc57172.svg,lucide/mic/47006fc57172,16px,16px,#4B5566
70,mZMB8,1C. Desktop light · Start,s0eDQf,Model symbol,MODEL Fable,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Full-width model picker,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/WkqYa/u1N6eA,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#6D28D9,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0,20px,20px,#6D28D9
71,mZMB8,1C. Desktop light · Start,hBkbB,Choose model,MODEL Fable,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Full-width model picker,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/WkqYa/u1N6eA,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,18px,18px,#667084
72,mZMB8,1C. Desktop light · Start,n4eab,Runner symbol,Runner claude,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Runner picker,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/WkqYa/zAqPG/WhDTB,lucide,terminal,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-terminal-f35d82c7c883.svg,lucide/terminal/f35d82c7c883,18px,18px,#6D28D9
73,mZMB8,1C. Desktop light · Start,m3YowW,Runner dropdown,Runner claude,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Runner picker,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/WkqYa/zAqPG/WhDTB,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,13px,13px,#667084
74,mZMB8,1C. Desktop light · Start,pyN54,Effort symbol,Effort Auto,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Effort picker,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/WkqYa/zAqPG/CDgnx,lucide,gauge,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-gauge-cabb3515561b.svg,lucide/gauge/cabb3515561b,18px,18px,#6D28D9
75,mZMB8,1C. Desktop light · Start,O5Ek7,Effort dropdown,Effort Auto,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Runner and effort selectors > Effort picker,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/WkqYa/zAqPG/CDgnx,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,13px,13px,#667084
76,mZMB8,1C. Desktop light · Start,d4HNtV,Selected mode,Start,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Run actions > Start selected — run mode > Start mode,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/Oe5Hl/ngpwc/IcnOt,lucide,check,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#6D28D9,icons/lucide-check-eec82dfb4f14.svg,lucide/check/eec82dfb4f14,15px,15px,#6D28D9
77,mZMB8,1C. Desktop light · Start,kOgYT,Start arrow,Start task,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Run actions > Start task primary action,mZMB8/uJ9eY/qNH3U/ATtPU/Jq1SC/Oe5Hl/R8Omx,lucide,arrow-up,box-sizing: border-box; flex-shrink: 0; height: 19px; width: 19px,#0F172A,icons/lucide-arrow-up-0347bbb536b5.svg,lucide/arrow-up/0347bbb536b5,19px,19px,#0F172A
78,mZMB8,1C. Desktop light · Start,DuACp,Execution settings,Execution settings,1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Execution settings panel > Execution heading,mZMB8/uJ9eY/qNH3U/ATtPU/yDKE0/G9sxD,lucide,sliders-horizontal,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-sliders-horizontal-731edf23e1f1.svg,lucide/sliders-horizontal/731edf23e1f1,18px,18px,#6D28D9
79,mZMB8,1C. Desktop light · Start,Z2RrQ,Isolation,"Changes stay in their own worktree, separate from your working directory.",1C. Desktop light · Start > Main workspace > New task workspace > Editor and execution columns > Execution settings panel > Isolation explanation,mZMB8/uJ9eY/qNH3U/ATtPU/yDKE0/jbhHG,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#6D28D9,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96,18px,18px,#6D28D9
80,Pusy6,1D. Desktop dark · Start,Miq1Y,Search,Search… ⌘K,1D. Desktop dark · Start > Shared project navigation > Search tasks,Pusy6/LRXMB/zmwW1,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3,16px,16px,#8992A6
81,Pusy6,1D. Desktop dark · Start,Zl85A,New task icon,New task,1D. Desktop dark · Start > Shared project navigation > Workspace links > New task,Pusy6/LRXMB/KZzFc/BmQeP,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#D7BDFF,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254,18px,18px,#D7BDFF
82,Pusy6,1D. Desktop dark · Start,YOKbd,Project,iac main,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > Project iac,Pusy6/LRXMB/KQyUm/p8n9q/w0DQZ,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274,18px,18px,#8992A6
83,Pusy6,1D. Desktop dark · Start,zg4cr,Collapse project,iac main,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > Project iac,Pusy6/LRXMB/KQyUm/p8n9q/w0DQZ,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#AFB5C5
84,Pusy6,1D. Desktop dark · Start,CVtRd,New task icon,Tasks,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > Tasks navigation,Pusy6/LRXMB/KQyUm/p8n9q/NLDnn,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c,17px,17px,#8992A6
85,Pusy6,1D. Desktop dark · Start,AP0I2,New task icon,Git,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > Git navigation,Pusy6/LRXMB/KQyUm/p8n9q/UcPmV,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96,17px,17px,#8992A6
86,Pusy6,1D. Desktop dark · Start,h4P97,New task icon,GitHub,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > GitHub navigation,Pusy6/LRXMB/KQyUm/p8n9q/jGs5F,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86,17px,17px,#8992A6
87,Pusy6,1D. Desktop dark · Start,EwUQr,New task icon,Skills,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > Skills navigation,Pusy6/LRXMB/KQyUm/p8n9q/Re06P,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a,17px,17px,#8992A6
88,Pusy6,1D. Desktop dark · Start,s6Ig7M,New task icon,Workflows,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > Workflows navigation,Pusy6/LRXMB/KQyUm/p8n9q/fcEUM,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44,17px,17px,#8992A6
89,Pusy6,1D. Desktop dark · Start,VePOY,New task icon,Settings,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Current project navigation > Settings navigation,Pusy6/LRXMB/KQyUm/p8n9q/rPvpj,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5,17px,17px,#8992A6
90,Pusy6,1D. Desktop dark · Start,vRnqV,Reference status glyph,#217,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Single-project sessions > Shared parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,Pusy6/LRXMB/KQyUm/oL0DE/DL1QJ/LIGAg/XQKoF/ZFZvk/aisRL,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#D7BDFF
91,Pusy6,1D. Desktop dark · Start,odCAV,Pin or unpin session,Auditing stale Ansible roles #217,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Single-project sessions > Shared parent and worker sessions > Selected parent session,Pusy6/LRXMB/KQyUm/oL0DE/DL1QJ/LIGAg,lucide,pin,box-sizing: border-box; flex-shrink: 0; height: 18px; position: relative; width: 18px; z-index: 1,#D7BDFF,icons/lucide-pin-497f00cc15b7.svg,lucide/pin/497f00cc15b7,18px,18px,#D7BDFF
92,Pusy6,1D. Desktop dark · Start,Gmx6B,Reference status glyph,#217,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Single-project sessions > Shared parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker > Session labels > Optional tracker reference line > Optional PR or issue,Pusy6/LRXMB/KQyUm/oL0DE/DL1QJ/A5D28u/rcKDx/T0ZQx/nwxXY/Yw0Ir/oKMGm,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#D7BDFF
93,Pusy6,1D. Desktop dark · Start,u8DDO,Reference status glyph,#218,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Single-project sessions > Shared parent and worker sessions > Delegated worker parent > Session labels > Optional tracker reference line > Optional PR or issue,Pusy6/LRXMB/KQyUm/oL0DE/DL1QJ/N9tvei/o3YxDJ/iMn20/mN1Lg,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f,12px,12px,#D7BDFF
94,Pusy6,1D. Desktop dark · Start,TMq6b,Reference status glyph,#214,1D. Desktop dark · Start > Shared project navigation > Scrollable projects and sessions > Single-project sessions > Shared parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,Pusy6/LRXMB/KQyUm/oL0DE/DL1QJ/iWH0L/oW1AR/bxA33/J5rVY/Y9CQut/yg6Nz,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#83BAFF,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#83BAFF
95,Pusy6,1D. Desktop dark · Start,aVc2I,All tasks icon,,1D. Desktop dark · Start > Shared project navigation > Local workspace status > Compact workspace actions > All tasks button,Pusy6/LRXMB/um4Dd/IqgWF/RsiQK,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#AFB5C5,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3,17px,17px,#AFB5C5
96,Pusy6,1D. Desktop dark · Start,P71NN,Add project icon,,1D. Desktop dark · Start > Shared project navigation > Local workspace status > Compact workspace actions > Add project button,Pusy6/LRXMB/um4Dd/IqgWF/ZTqX3,lucide,folder-plus,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#AFB5C5,icons/lucide-folder-plus-87f0433c6541.svg,lucide/folder-plus/87f0433c6541,17px,17px,#AFB5C5
97,Pusy6,1D. Desktop dark · Start,fabdc,Global settings icon,,1D. Desktop dark · Start > Shared project navigation > Local workspace status > Compact workspace actions > Global settings button,Pusy6/LRXMB/um4Dd/IqgWF/y8S6RQ,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#AFB5C5,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e,17px,17px,#AFB5C5
98,Pusy6,1D. Desktop dark · Start,uGBu4,Tools icon,,1D. Desktop dark · Start > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,Pusy6/LRXMB/um4Dd/IqgWF/KjyBP,lucide,wrench,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#AFB5C5,icons/lucide-wrench-c007132f26fe.svg,lucide/wrench/c007132f26fe,17px,17px,#AFB5C5
99,Pusy6,1D. Desktop dark · Start,kDEIk,Tools menu chevron,,1D. Desktop dark · Start > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,Pusy6/LRXMB/um4Dd/IqgWF/KjyBP,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,10px,10px,#8992A6
100,Pusy6,1D. Desktop dark · Start,n1KYP,Theme icon,,1D. Desktop dark · Start > Shared project navigation > Local workspace status > Compact workspace actions > Theme button,Pusy6/LRXMB/um4Dd/IqgWF/VfHlv,lucide,sun-moon,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#AFB5C5,icons/lucide-sun-moon-e715c2aaac76.svg,lucide/sun-moon/e715c2aaac76,17px,17px,#AFB5C5
101,Pusy6,1D. Desktop dark · Start,Kvktk,Project folder,iac / New task Isolated worktree,1D. Desktop dark · Start > Main workspace > Workspace header,Pusy6/QMKYV/BHn6U,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,16px,16px,#8992A6
102,Pusy6,1D. Desktop dark · Start,MLLP7,Isolated worktree indicator,iac / New task Isolated worktree,1D. Desktop dark · Start > Main workspace > Workspace header,Pusy6/QMKYV/BHn6U,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#D7BDFF,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94,16px,16px,#D7BDFF
103,Pusy6,1D. Desktop dark · Start,zbuZk,Slash command,Type / for a skill or workflow,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Input hint,Pusy6/QMKYV/p1QIA/EqQES/p1PEW/N9OPMg/gwchC,lucide,terminal,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-terminal-f35d82c7c883.svg,lucide/terminal/f35d82c7c883,15px,15px,#8992A6
104,Pusy6,1D. Desktop dark · Start,ooqnt,Attach,,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Attach files button",Pusy6/QMKYV/p1QIA/EqQES/p1PEW/N9OPMg/LIGI7/p4oRd,lucide,paperclip,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-paperclip-1bc12a1c61d4.svg,lucide/paperclip/1bc12a1c61d4,18px,18px,#8992A6
105,Pusy6,1D. Desktop dark · Start,GITaL,Template icon,Template,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Template",Pusy6/QMKYV/p1QIA/EqQES/p1PEW/N9OPMg/LIGI7/hkJwO,lucide,notebook-pen,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-notebook-pen-964a1935b419.svg,lucide/notebook-pen/964a1935b419,16px,16px,#AFB5C5
106,Pusy6,1D. Desktop dark · Start,Nutr5,Open template picker,Template,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Template",Pusy6/QMKYV/p1QIA/EqQES/p1PEW/N9OPMg/LIGI7/hkJwO,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,13px,13px,#8992A6
107,Pusy6,1D. Desktop dark · Start,sIDIs,Skills,Skill,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Add skill or workflow",Pusy6/QMKYV/p1QIA/EqQES/p1PEW/N9OPMg/LIGI7/qCdLZ,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a,15px,15px,#8992A6
108,Pusy6,1D. Desktop dark · Start,ZPTqB,Open skill picker,Skill,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Add skill or workflow",Pusy6/QMKYV/p1QIA/EqQES/p1PEW/N9OPMg/LIGI7/qCdLZ,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 13px; width: 13px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,13px,13px,#8992A6
109,Pusy6,1D. Desktop dark · Start,jxd8G,Dictate icon,,"1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Task input card > Attach, template, skill and dictation > Dictate",Pusy6/QMKYV/p1QIA/EqQES/p1PEW/N9OPMg/LIGI7/ygoQl,lucide,mic,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-mic-47006fc57172.svg,lucide/mic/47006fc57172,16px,16px,#AFB5C5
110,Pusy6,1D. Desktop dark · Start,QYGHL,Model symbol,MODEL Fable,1D. Desktop dark · Start > Main workspace > New task workspace > Editor and execution columns > Task composer > Model configuration > Full-width model picker,Pusy6/QMKYV/p1QIA/EqQES/p1PEW/i5idR/jabjL,lucide,cpu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#D7BDFF,icons/lucide-cpu-78353ca31ba0.svg,lucide/cpu/78353ca31ba0,20px,20px,#D7BDFF
